airport,type,city,country,iata,icao,faa
"Port San Juan
Closed",Closed,Port,United,PJS,,
Napaskiak,Small,Napaskiak,United,PKA,PAPK,PKA
Mid Ohio Valley Regional,Medium,Parkersburg,United,PKB,KPKB,PKB
Yelizovo,Medium,Petropavlovsk-Kamchatsky,Russia,PKC,UHPP,
Park Rapids Municipal Konshok Field,Small,Park,United,PKD,KPKD,PKD
Parkes,Medium,Parkes,Australia,PKE,YPKS,
Park Falls Municipal,Small,Park,United,PKF,KPKF,PKF
Pulau Pangkor,Small,Pangkor,Malaysia,PKG,WMPA,
"Porto Cheli
Closed",Closed,Porto,Greece,PKH,LGHL,
Playa Grande,Small,Playa,Guatemala,PKJ,MGPG,
Pakhokku,Small,Pakhokku,Burma,PKK,VYPU,
"Pakatoa Island
Closed",Closed,Pakatoa,New,PKL,,
"Port Kaituma
Closed",Closed,Port,Guyana,PKM,,
Iskandar,Small,Pangkalanbun-Borneo,Indonesia,PKN,WAOI,
Parakou,Small,Parakou,Benin,PKO,DBBP,
Puka Puka,Medium,,French,PKP,NTGP,
Pokhara,Medium,Pokhara,Nepal,PKR,VNPK,
"Paksane
Closed",Closed,Paksane,Laos,PKS,,
Airport,Type,City,Country,IATA,ICAO,FAA
Port Keats,Medium,,Australia,PKT,YPKT,
Sultan Syarif Kasim Ii (Simpang Tiga),Medium,Pekanbaru-Sumatra,Indonesia,PKU,WIBB,
Pskov,Medium,Pskov,Russia,PKV,ULOO,
Selebi Phikwe,Medium,,Botswana,PKW,FBSP,
Tjilik Riwut,Small,Palangkaraya-Kalimantan,Indonesia,PKY,WAOP,
Pakse International,Medium,Pakse,Laos,PKZ,VLPS,
"Planadas
Closed",Closed,Planadas,Colombia,PLA,,
"Clinton County
Closed",Closed,Plattsburgh,United,PLB,KPLB,
"Planeta Rica
Closed",Closed,Planeta,Colombia,PLC,,
Paiela,Small,Paiela,Papua,PLE,AYPB,
Pala,Small,Pala,Chad,PLF,FTTP,
"La Plagne
Closed",Closed,La,France,PLG,,
"Plymouth City
Closed",Closed,Plymouth,United,PLH,EGHD,
"Palm Island
Closed",Closed,Palm,Saint,PLI,,
Placencia,Medium,Placencia,Belize,PLJ,,
Airport,Type,City,Country,IATA,ICAO,FAA
M. Graham Clark Downtown,Small,Branson,United,PLK,KPLK,PLK
Ponta Pelada,Medium,Manaus,Brazil,PLL,SBMN,
Sultan Mahmud Badaruddin II,Medium,Palembang-Sumatra,Indonesia,PLM,WIPP,
Pellston Regional of Emmet County,Medium,Pellston,United,PLN,KPLN,PLN
Port Lincoln,Medium,Port,Australia,PLO,YPLC,
Captain Ramon Xatruch,Small,La,Panama,PLP,MPLP,
Palanga International,Medium,Palanga,Lithuania,PLQ,EYPA,
St Clair County,Small,Pell,United,PLR,KPLR,PLR
Providenciales,Medium,Providenciales,Turks,PLS,MBPV,
Plato,Small,Plato,Colombia,PLT,SKPL,
Pampulha - Carlos Drummond de Andrade,Medium,Belo,Brazil,PLU,SBBH,
Suprunovka,Small,Poltava,Ukraine,PLV,UKHP,
Mutiara,Medium,Palu-Celebes,Indonesia,PLW,WAML,
Semipalatinsk,Medium,Semey,Kazakhstan,PLX,UASS,
Plymouth Municipal,Small,Plymouth,United,PLY,C65,C65
Airport,Type,City,Country,IATA,ICAO,FAA
Port Elizabeth,Medium,Port,South,PLZ,FAPE,
Pemba,Medium,Chake,Tanzania,PMA,HTPE,
El Tepual,Medium,Puerto,Chile,PMC,SCTE,
Palmdale Regional/USAF Plant 42,Medium,Palmdale,United,PMD,KPMD,PMD
Fleetlands,Heliport,Gosport,United,PME,EGVF,
Parma,Medium,Parma,Italy,PMF,LIMP,
Ponta Porã,Medium,Ponta,Brazil,PMG,SBPP,
Greater Portsmouth Regional,Small,Portsmouth,United,PMH,KPMH,PMH
Palma De Mallorca,Large,Palma,Spain,PMI,LEPA,
Palm Island,Small,,Australia,PMK,YPAM,
Port Moller,Small,Cold,United,PML,PAAL,1AK3
Phanom Sarakham,Small,Phanom,Thailand,PMM,,
Pumani,Small,Pumani,Papua,PMN,AYPQ,
Falcone–Borsellino,Large,Palermo,Italy,PMO,LICJ,
Pimaga,Small,Pimaga,Papua,PMP,AYPJ,
Airport,Type,City,Country,IATA,ICAO,FAA
Perito Moreno,Medium,Perito,Argentina,PMQ,SAWP,
Palmerston North,Medium,,New,PMR,NZPM,
Palmyra,Medium,Tadmur,Syria,PMS,OSPR,
Paramakatoi,Small,Paramakatoi,Guyana,PMT,SYPM,
Del Caribe Santiago Mariño International,Medium,Isla,Venezuela,PMV,SVMG,
Brigadeiro Lysias Rodrigues,Medium,Palmas,Brazil,PMW,SBPJ,
Metropolitan,Small,Palmer,United,PMX,13MA,13MA
El Tehuelche,Medium,Puerto,Argentina,PMY,SAVY,
Palmar Sur,Medium,Palmar,Costa,PMZ,MRPM,
Pamplona,Medium,Pamplona,Spain,PNA,LEPP,
Porto Nacional,Medium,Porto,Brazil,PNB,SBPN,
Ponca City Regional,Medium,Ponca,United,PNC,KPNC,PNC
Punta Gorda,Medium,Punta,Belize,PND,,
Northeast Philadelphia,Medium,Philadelphia,United,PNE,KPNE,PNE
Paranaguá,Small,Paranaguá,Brazil,PNG,SSPG,
Airport,Type,City,Country,IATA,ICAO,FAA
Phnom Penh International,Large,Phnom,Cambodia,PNH,VDPP,
Pohnpei International,Medium,Pohnpei,Micronesia,PNI,PTPN,
Supadio,Medium,Pontianak-Borneo,Indonesia,PNK,WIOO,
Pantelleria,Medium,Pantelleria,Italy,PNL,LICG,
Girua,Medium,Popondetta,Papua,PNP,AYGR,
Pune,Medium,Pune,India,PNQ,VAPO,
Pointe Noire,Medium,Pointe,Congo,PNR,FCPP,
Pensacola Regional,Medium,Pensacola,United,PNS,KPNS,PNS
Tte. Julio Gallardo,Medium,Puerto,Chile,PNT,SCNT,
Panguitch Municipal,Small,Panguitch,United,PNU,U55,U55
Panevėžys Air Base,Medium,Panevėžys,Lithuania,PNV,EYPP,
North Texas Regional/Perrin Field,Small,Sherman/Denison,United,PNX,KGYI,GYI
Pondicherry,Medium,,India,PNY,VOPC,
Senador Nilo Coelho,Medium,Petrolina,Brazil,PNZ,SBPL,
Salgado Filho,Medium,Porto,Brazil,POA,SBPA,
Airport,Type,City,Country,IATA,ICAO,FAA
Pope Field,Medium,Fayetteville,United,POB,KPOB,POB
Brackett Field,Small,La,United,POC,KPOC,POC
Podor,Small,Podor,Senegal,POD,GOSP,
Polk Army Air Field,Medium,Fort,United,POE,KPOE,POE
Poplar Bluff Municipal,Small,Poplar,United,POF,KPOF,POF
Port Gentil,Medium,Port,Gabon,POG,FOOG,
"Municipal
Closed",Closed,Pocahontas,United,POH,,
Capitan Nicolas Rojas,Medium,Potosí,Bolivia,POI,SLPO,
Patos de Minas,Small,Patos,Brazil,POJ,SNPD,
Pemba,Medium,Pemba,Mozambique,POL,FQPB,
Port Moresby Jacksons International,Large,Port,Papua,POM,AYPY,
Poptún,Small,Poptún,Guatemala,PON,MGPP,
Poços de Caldas - Embaixador Walther Moreira Salles,Medium,Poços,Brazil,POO,SBPC,
Gregorio Luperon International,Medium,Puerto,Dominican,POP,MDPP,
"Polk Inlet
Closed",Closed,Polk,United,POQ,,
Pori,Medium,Pori,Finland,POR,EFPO,
Piarco International,Medium,Port,Trinidad,POS,TTPP,
Ken Jones,Medium,Ken,Jamaica,POT,MKKJ,
Hudson Valley Rgnl,Medium,Poughkeepsie,United,POU,KPOU,POU
Prešov Air Base,Small,Prešov,Slovakia,POV,LZPW,
Portoroz,Medium,Portoroz,Slovenia,POW,LJPZ,
Pontoise - Cormeilles-en-Vexin,Medium,Cormeilles-en-Vexin,France,POX,LFPT,
Powell Municipal,Small,Powell,United,POY,KPOY,POY
Poznań-Ławica,Large,Poznań,Poland,POZ,EPPO,
Perry Lefors Field,Small,Pampa,United,PPA,KPPA,PPA
Airport,Type,City,Country,IATA,ICAO,FAA
Presidente Prudente,Medium,Presidente,Brazil,PPB,SBDN,
Prospect Creek,Small,Prospect,United,PPC,PAPR,PPC
"Palmas del Mar Airstrip
Closed",Closed,Palmas,Puerto,PPD,,
Tri-City,Small,Parsons,United,PPF,KPPF,PPF
Pago Pago International,Medium,Pago,American,PPG,NSTU,PPG
Perai Tepuy,Small,,Venezuela,PPH,SVPH,
Port Pirie,Medium,,Australia,PPI,YPIR,
Petropavlosk South,Medium,Petropavlosk,Kazakhstan,PPK,UACP,
Phaplu,Small,Phaplu,Nepal,PPL,VNPL,
Pompano Beach Airpark,Small,Pompano,United,PPM,KPMP,PMP
Guillermo León Valencia,Medium,Popayán,Colombia,PPN,SKPP,
"Powell Point
Closed",Closed,Powell,Bahamas,PPO,,
Proserpine Whitsunday Coast,Medium,Proserpine,Australia,PPP,YBPN,
Paraparaumu,Medium,,New,PPQ,NZPP,
Pasir Pangaraan,Small,Pasir,Indonesia,PPR,WIDE,
Airport,Type,City,Country,IATA,ICAO,FAA
Puerto Princesa,Medium,Puerto,Philippines,PPS,RPVP,
Faa'a International,Medium,Papeete,French,PPT,NTAA,
Hpapun,Small,Pa,Burma,PPU,VYPP,
Port Protection,Seaplane,Port,United,PPV,19P,19P
Papa Westray,Small,Papa,United,PPW,EGEP,
"Param
Closed",Closed,Nepesi,Papua,PPX,,
Pouso Alegre,Small,Pouso,Brazil,PPY,SNZA,
Puerto Paez,Small,Puerto,Venezuela,PPZ,SVDZ,
Phu Quoc,Medium,Duong,Vietnam,PQC,VVPQ,
Passikudah Helipad,Heliport,Batticaloa,Sri,PQD,,
Northern Maine Regional at Presque Isle,Medium,Presque,United,PQI,KPQI,PQI
Palenque International,Small,,Mexico,PQM,MMPQ,
Port Macquarie,Medium,Port,Australia,PQQ,YPMQ,
Pilot Station,Small,Pilot,United,PQS,,0AK
General Urquiza,Medium,Parana,Argentina,PRA,SAAP,
Airport,Type,City,Country,IATA,ICAO,FAA
Paso Robles Municipal,Medium,Paso,United,PRB,KPRB,PRB
Ernest A. Love Field,Medium,Prescott,United,PRC,KPRC,PRC
Pardoo,Small,Pardoo,Australia,PRD,YPDO,
Pore,Small,Pore,Colombia,PRE,,
"Port Johnson
Closed",Closed,Port,United,PRF,,
Václav Havel Prague,Large,Prague,Czechia,PRG,LKPR,
Phrae,Medium,,Thailand,PRH,VTCP,
[Duplicate] Praslin Island,Medium,Praslin,Seychelles,PRI,FSPP,
"Capri
Closed",Closed,Capri,Italy,PRJ,,
Prieska,Small,Prieska,South,PRK,FAPK,
"Port Oceanic
Closed",Closed,Port,United,PRL,,
Priština International,Large,Prishtina,Kosovo,PRN,BKPR,
Perry Municipal,Small,Perry,United,PRO,KPRO,PRO
Propriano,Small,Propriano,France,PRP,LFKO,
Termal,Small,Presidencia,Argentina,PRQ,SARS,
Airport,Type,City,Country,IATA,ICAO,FAA
Paruma,Small,Paruma,Guyana,PRR,SYPR,
Parasi,Small,Parasi,Solomon,PRS,AGGP,
Pyay,Small,Pye,Burma,PRU,VYPY,
Přerov Air Base,Medium,Přerov,Czechia,PRV,LKPO,
Prentice,Small,Prentice,United,PRW,,5N2
Cox Field,Medium,Paris,United,PRX,KPRX,PRX
Wonderboom,Medium,Pretoria,South,PRY,FAWB,
Prineville,Small,Prineville,United,PRZ,S39,S39
Pisa International,Large,Pisa,Italy,PSA,LIRP,
"Mid-State
Closed",Closed,"Bellefonte,",United,PSB,,
Tri Cities,Medium,Pasco,United,PSC,KPSC,PSC
Port Said,Medium,Port,Egypt,PSD,HEPS,
Mercedita,Medium,Ponce,Puerto,PSE,TJPS,PSE
"Pittsfield
Closed",Closed,Pittsfield,United,PSF,,
Petersburg James A Johnson,Medium,Petersburg,United,PSG,PAPG,PSG
Airport,Type,City,Country,IATA,ICAO,FAA
St. Peter-Ording,Small,Sankt,Germany,PSH,EDXO,
Pasni,Medium,Pasni,Pakistan,PSI,OPPI,
Kasiguncu,Medium,Poso-Celebes,Indonesia,PSJ,WAMP,
New River Valley,Small,Dublin,United,PSK,KPSK,PSK
Perth/Scone,Small,Perth,United,PSL,EGPT,
Portsmouth International at Pease,Medium,Portsmouth,United,PSM,KPSM,PSM
Palestine Municipal,Small,Palestine,United,PSN,KPSN,PSN
Antonio Narino,Medium,Pasto,Colombia,PSO,SKPS,
Palm Springs International,Medium,Palm,United,PSP,KPSP,PSP
Pescara International,Medium,Pescara,Italy,PSR,LIBP,
Libertador Gral D Jose De San Martin,Medium,Posadas,Argentina,PSS,SARP,
Pangsuma,Medium,Putussibau-Borneo,Indonesia,PSU,WIOP,
Papa Stour,Small,Papa,United,PSV,EGSZ,
Municipal José Figueiredo,Small,Passos,Brazil,PSW,SNOS,
Palacios Municipal,Small,Palacios,United,PSX,KPSX,PSX
Airport,Type,City,Country,IATA,ICAO,FAA
Port Stanley,Medium,Stanley,Falkland,PSY,SFAL,
Capitán Av. Salvador Ogaya G. airport,Medium,Puerto,Bolivia,PSZ,SLPS,
Port Alsworth,Small,Port,United,PTA,PALJ,TPO
Dinwiddie County,Small,Petersburg,United,PTB,KPTB,PTB
Port Alice,Seaplane,Port,United,PTC,16K,16K
Port Alexander,Seaplane,Port,United,PTD,PAAP,AHP
"Port Stephens
Closed",Closed,Port,Australia,PTE,,
Malolo Lailai Island,Small,Malolo,Fiji,PTF,NFFO,
Polokwane International,Medium,Polokwane,South,PTG,FAPP,
Port Heiden,Medium,Port,United,PTH,PAPH,PTH
"Port Douglas
Closed",Closed,Port,Australia,PTI,,
Portland,Medium,,Australia,PTJ,YPOD,
Oakland County International,Medium,Pontiac,United,PTK,KPTK,PTK
"Port Armstrong
Closed",Closed,"Sitka,",United,PTL,,
Palmarito,Medium,Palmarito,Venezuela,PTM,SVPT,
Harry P Williams Memorial,Small,Patterson,United,PTN,KPTN,PTN
Pato Branco,Small,Pato,Brazil,PTO,SSPB,
Pointe-à-Pitre Le Raizet,Medium,Pointe-à-Pitre,Guadeloupe,PTP,TFFR,
Porto de Moz,Small,Porto,Brazil,PTQ,SNMZ,
"Pleasant Harbour
Closed",Closed,Pleasant,United,PTR,,
"Municipal
Closed",Closed,Pittsburg,United,PTS,,
Pratt Regional,Small,Pratt,United,PTT,KPTT,PTT
Platinum,Medium,Platinum,United,PTU,PAPM,PTU
Porterville Municipal,Small,Porterville,United,PTV,KPTV,PTV
"Heritage Field
Closed",Closed,"Pottstown,",United,PTW,,
Airport,Type,City,Country,IATA,ICAO,FAA
Pitalito,Medium,Pitalito,Colombia,PTX,SKPI,
Tocumen International,Large,Tocumen,Panama,PTY,MPTO,
Rio Amazonas,Small,Shell,Ecuador,PTZ,SESM,
Puas,Small,Puas,Papua,PUA,,
Pueblo Memorial,Small,Pueblo,United,PUB,KPUB,PUB
Carbon County Regional/Buck Davis Field,Small,Price,United,PUC,KPUC,PUC
Puerto Deseado,Medium,Puerto,Argentina,PUD,SAWD,
Puerto Obaldia,Small,Puerto,Panama,PUE,MPOA,
Pau Pyrénées,Medium,Pau/Pyrénées,France,PUF,LFBP,
Port Augusta,Medium,,Australia,PUG,YPAG,
"Pureni
Closed",Closed,Pureni,Papua,PUI,,
Punta Cana International,Large,Punta,Dominican,PUJ,MDPC,
Pukarua,Small,Pukarua,French,PUK,NTGQ,
Port of Poulsbo Marina Moorage,Seaplane,Poulsbo,United,PUL,83Q,83Q
Pomala,Small,Kolaka,Indonesia,PUM,WAWP,
Airport,Type,City,Country,IATA,ICAO,FAA
Punia,Small,Punia,Congo,PUN,FZOP,
"Northstar Heliport
Closed",Closed,Prudhoe,United,PUO,,
Po,Small,Po,Burkina,PUP,DFCP,
Pdte. carlos Ibañez del Campo,Medium,Punta,Chile,PUQ,SCCI,
Puerto Rico,Small,Puerto,Bolivia,PUR,SLPR,
Gimhae International,Large,Busan,South,PUS,RKPK,
Sri Sathya Sai,Medium,Puttaparthi,India,PUT,VOPN,
Tres De Mayo,Medium,Puerto,Colombia,PUU,SKAS,
Poum,Small,Poum,New,PUV,NWWP,
Pullman Moscow Regional,Medium,Pullman/Moscow,United,PUW,KPUW,PUW
El Mirador,Small,Puerto,Chile,PUX,SCPV,
Pula,Medium,Pula,Croatia,PUY,LDPL,
Puerto Cabezas,Medium,Puerto,Nicaragua,PUZ,MNPC,
El Embrujo,Medium,Providencia,Colombia,PVA,SKPV,
Provincetown Municipal,Small,Provincetown,United,PVC,KPVC,PVC
Airport,Type,City,Country,IATA,ICAO,FAA
Theodore Francis Green State,Medium,Providence,United,PVD,KPVD,PVD
El Porvenir,Small,El,Panama,PVE,MPVR,
Placerville,Small,Placerville,United,PVF,KPVF,PVF
Shanghai Pudong International,Large,Shanghai,China,PVG,ZSPD,
Governador Jorge Teixeira de Oliveira,Medium,Porto,Brazil,PVH,SBPV,
Paranavaí,Small,Paranavaí,Brazil,PVI,SSPI,
Aktion National,Medium,Preveza/Lefkada,Greece,PVK,LGPZ,
Pike County-Hatcher Field,Small,Pikeville,United,PVL,KPBX,PBX
Dolna Mitropoliya Air Base,Medium,Dolna,Bulgaria,PVN,LBPL,
Reales Tamarindos,Medium,Portoviejo,Ecuador,PVO,SEPV,
Licenciado Gustavo Díaz Ordaz International,Large,Puerto,Mexico,PVR,MMPR,
Provideniya Bay,Medium,Chukotka,Russia,PVS,UHMD,
Provo Municipal,Medium,Provo,United,PVU,KPVU,PVU
Hale County,Small,Plainview,United,PVW,KPVW,PVW
"Provedenia
Closed",Closed,Provedenia,Russia,PVX,,
Airport,Type,City,Country,IATA,ICAO,FAA
"Pope Vanoy
Closed",Closed,Pope,United,PVY,,
"Casement
Closed",Closed,Plainesville,United,PVZ,,
Wiley Post,Small,Oklahoma,United,PWA,KPWA,PWA
Sher-Wood,Small,Plentywood,United,PWD,KPWD,PWD
Pevek,Medium,Pevek,Russia,PWE,UHMP,
Beles,Small,Pawe,Ethiopia,PWI,HAPW,
Chicago Executive,Medium,Chicago/Prospect,United,PWK,KPWK,PWK
Purwokerto,Small,Purwokerto-Java,Indonesia,PWL,WICP,
Portland International Jetport,Large,Portland,United,PWM,KPWM,PWM
Pitts Town,Small,Pitts,Bahamas,PWN,MYCP,
Pweto,Small,Pweto,Congo,PWO,FZQC,
Pavlodar,Medium,Pavlodar,Kazakhstan,PWQ,UASP,
Port Walter,Seaplane,Port,United,PWR,PWR,PWR
Bremerton National,Medium,Bremerton,United,PWT,KPWT,PWT
Ralph Wenz Field,Medium,Pinedale,United,PWY,KPNA,PNA
Airport,Type,City,Country,IATA,ICAO,FAA
Polacca,Small,Polacca,United,PXL,P10,P10
Puerto Escondido International,Medium,Puerto,Mexico,PXM,MMPS,
Porto Santo,Medium,Vila,Portugal,PXO,LPPS,
Surin,Medium,Surin,Thailand,PXR,VTUJ,
Pleiku,Medium,Pleiku,Vietnam,PXU,VVPK,
Velásquez,Small,Puerto,Colombia,PYA,SKVL,
Jeypore,Small,Jeypore,India,PYB,VEJP,
Playón Chico,Small,Playón,Panama,PYC,,
Tongareva,Small,Penrhyn,Cook,PYE,NCPY,
Cacique Aramare,Medium,Puerto,Venezuela,PYH,SVPA,
Polyarny,Medium,Yakutia,Russia,PYJ,UERP,
Payam International,Medium,Karaj,Iran,PYK,OIIP,
Perry Island,Seaplane,Perry,United,PYL,PYL,PYL
"Plymouth Municipal
Closed",Closed,"Plymouth,",United,PYM,,
Payán,Small,Payán,Colombia,PYN,,
Airport,Type,City,Country,IATA,ICAO,FAA
Putumayo,Small,Puerto,Ecuador,PYO,SEPT,
Andravida Air Base,Medium,Andravida,Greece,PYR,LGAD,
"Yaviza
Closed",Closed,Yaviza,Panama,PYV,,
Pattaya Airpark,Small,Pattaya,Thailand,PYX,YTBF,
Paz De Ariporo,Medium,Paz,Colombia,PZA,SKPZ,
Pietermaritzburg,Medium,Pietermaritzburg,South,PZB,FAPM,
"Penzance
Closed",Closed,Penzance,United,PZE,EGHK,
Zhob,Medium,Fort,Pakistan,PZH,OPZB,
Bao'anying,Medium,Panzhihua,China,PZI,ZUZH,
Pukapuka Island,Small,Pukapuka,Cook,PZK,NCPK,
Zulu Inyala,Small,Phinda,South,PZL,FADQ,
General Manuel Carlos Piar International,Medium,Puerto,Venezuela,PZO,SVPR,
Maquehue,Medium,Temuco,Chile,PZS,SCTC,
Port Sudan New International,Medium,Port,Sudan,PZU,HSPN,
Piešťany,Medium,Piešťany,Slovakia,PZY,LZPP,
Castro,Small,Castro,Brazil,QAC,SSQT,
Major Brigadeiro Doorgal Borges,Medium,Barbacena,Brazil,QAK,SBBQ,
Amiens-Glisy,Medium,Amiens/Glisy,France,QAM,LFAY,
L'Aquila–Preturo,Small,L'Aquila,Italy,QAQ,LIAP,
Deelen Air Base,Medium,Arnhem,Netherlands,QAR,EHDL,
Bella Coola,Medium,Bella,Canada,QBC,CYBD,
Besançon-La Vèze,Small,Besançon/La,France,QBQ,LFQM,
Sobral,Small,Sobral,Brazil,QBX,SNOB,
"Karlsruhe-Forchheim
Closed",Closed,Karlsruhe,Germany,QCA,,
Colatina,Small,Colatina,Brazil,QCH,SNCX,
Botucatu - Tancredo de Almeida Neves,Small,Botucatu,Brazil,QCJ,SDBK,
Canela,Small,Canela,Brazil,QCN,SSCN,
Currais Novos,Small,Currais,Brazil,QCP,SNKN,
Curitibanos,Small,Curitibanos,Brazil,QCR,SSKU,
Akunaq,Heliport,,Greenland,QCU,BGAK,
Airport,Type,City,Country,IATA,ICAO,FAA
RAF Coningsby,Medium,Coningsby,United,QCY,EGXC,
Cachoeira do Sul,Small,Cachoeira,Brazil,QDB,SSKS,
Dracena,Small,Dracena,Brazil,QDC,SDDR,
Conselheiro Lafaiete,Small,Conselheiro,Brazil,QDF,SNKF,
Tsletsi,Small,Djelfa,Algeria,QDJ,DAFI,
"Shek Mum
Closed",Closed,Shek,Hong,QDM,,
Frankfurt-Egelsbach,Medium,Frankfurt,Germany,QEF,EDFE,
Bielsko-Bialo Kaniow Airfield,Small,Czechowice-Dziedzice,Poland,QEO,EPKW,
Freiburg i. Br.,Small,Freiburg,Germany,QFB,EDTF,
Boufarik,Medium,,Algeria,QFD,DAAK,
Eqalugaarsuit,Heliport,Eqalugaarsuit,Greenland,QFG,BGET,
Iginniarfik,Heliport,Iginniarfik,Greenland,QFI,BGIG,
Narsaq Kujalleq,Heliport,Narsaq,Greenland,QFN,BGFD,
Duxford Aerodrome,Medium,Duxford,United,QFO,EGSU,
Frosinone Air Base,Small,Frosinone,Italy,QFR,LIRH,
Airport,Type,City,Country,IATA,ICAO,FAA
Igaliku,Heliport,Igaliku,Greenland,QFX,BGIO,
Guaíra,Small,Guaíra,Brazil,QGA,SSGY,
Limeira,Small,Limeira,Brazil,QGB,SDYM,
Lençóis Paulista,Small,Lençóis,Brazil,QGC,SDLP,
Montenegro,Small,Montenegro,Brazil,QGF,SSNG,
Garanhuns,Small,Garanhuns,Brazil,QGP,SNGN,
Attu,Heliport,Attu,Greenland,QGQ,BGAT,
Alagoinhas,Small,Alagoinhas,Brazil,QGS,SDUO,
Gifu,Medium,Gifu,Japan,QGU,RJNG,
"Neu Isenburg
Closed",Closed,Frankfurt,Germany,QGV,,
Győr-Pér International,Medium,Győr,Hungary,QGY,LHPR,
Kiewit Airfield Hasselt,Small,Hasselt,Belgium,QHA,EBZH,
Piracicaba,Small,Piracicaba,Brazil,QHB,SDPW,
Taguatinga,Small,Taguatinga,Brazil,QHN,SWTY,
Base de Aviação de Taubaté,Medium,Taubaté,Brazil,QHP,SBTA,
Airport,Type,City,Country,IATA,ICAO,FAA
Harar Meda,Medium,Debre,Ethiopia,QHR,HAHM,
Husum-Schwesing,Small,Husum,Germany,QHU,EDXJ,
Novo Hamburgo,Small,Novo,Brazil,QHV,SSNH,
Mélio Viana,Small,Três,Brazil,QID,SNVI,
Istres Le Tubé/Istres Air Base (BA 125),Medium,Istres/Le,France,QIE,LFMI,
Iguatu,Small,Iguatu,Brazil,QIG,SNIG,
Rio Claro,Small,Rio,Brazil,QIQ,SDRK,
Itapetinga,Small,Itapetinga,Brazil,QIT,SNIP,
Sidi Ahmed Air Base,Medium,Sidi,Tunisia,QIZ,DTTB,
Jubail,Medium,Jubail,Saudi,QJB,OEJB,
Jindabyne,Small,,Australia,QJD,YJIN,
Kitsissuarsuit,Heliport,Kitsissuarsuit,Greenland,QJE,BGKT,
Ikamiut,Heliport,Ikamiut,Greenland,QJI,BGIT,
Pocheon G 217,Small,Pocheon,South,QJP,,
Kautokeino Air Base,Small,,Norway,QKX,ENKA,
Airport,Type,City,Country,IATA,ICAO,FAA
Lasham,Medium,Lasham,United,QLA,EGHL,
Gliwice,Small,,Poland,QLC,EPGL,
Blida,Medium,,Algeria,QLD,DAAB,
Lahti Vesivehmaa,Small,,Finland,QLF,EFLA,
Sarzana-Luni Air Base,Medium,Sarzana,Italy,QLP,LIQW,
Lausanne-Blécherette,Small,Lausanne,Switzerland,QLS,LSGL,
Latina Air Base,Medium,Latina,Italy,QLT,LIRL,
Lublin Radwiec Airfield,Small,,Poland,QLU,EPLR,
"Lauterach
Closed",Closed,Lauterach,Austria,QLX,,
Mafra,Small,Mafra,Brazil,QMF,SSMF,
Oum el Bouaghi airport,Small,Oum,Algeria,QMH,DAEO,
Niaqornaarsuk,Heliport,Niaqornaarsuk,Greenland,QMK,BGNK,
Massa Cinquale,Small,Marina,Italy,QMM,LILQ,
"Murzuq
Closed",Closed,Murzuq,Libya,QMQ,,
"Montvale
Closed",Closed,Montvale,United,QMV,,
Airport,Type,City,Country,IATA,ICAO,FAA
Mainz-Finthen,Medium,Mainz,Germany,QMZ,EDFZ,
Neuchatel,Small,,Switzerland,QNC,LSGN,
Cenej,Small,Novi,Serbia,QND,LYNS,
Annemasse,Medium,Annemasse,France,QNJ,LFLI,
Suarlée,Small,Namur,Belgium,QNM,EBNM,
Canoas Air Force Base,Medium,Porto,Brazil,QNS,SBCO,
Aeroclube,Small,Nova,Brazil,QNV,SDNY,
Mâcon-Charnay,Medium,Mâcon/Charnay,France,QNX,LFLM,
"New York Skyports Inc Seaplane Base
Closed",Closed,New,United,QNY,,
Mococa,Small,Mococa,Brazil,QOA,SDKK,
Ansbach-Petersdorf,Small,Ansbach,Germany,QOB,EDQF,
Nörvenich Air Base,Medium,,Germany,QOE,ETNN,
São Borja,Small,São,Brazil,QOJ,SSSB,
Arlon-Sterpenich ULM,Small,Arlon,Belgium,QON,EBAR,
Sam Mbakwe International,Medium,Owerri,Nigeria,QOW,DNIM,
Airport,Type,City,Country,IATA,ICAO,FAA
Padova,Medium,Padova,Italy,QPA,LIPU,
Paya Lebar Air Base,Medium,,Singapore,QPG,WSAP,
Palapye,Small,Palapye,Botswana,QPH,FBPY,
Opole-Polska Nowa Wieś,Small,Opole,Poland,QPM,EPOP,
Campo Fontenelle,Medium,Pirassununga,Brazil,QPS,SBYS,
Kangaatsiaq,Heliport,Kangaatsiaq,Greenland,QPW,BGKA,
Piacenza San Damiano Air Base,Medium,Piacenza,Italy,QPZ,LIMS,
Qeqertaq,Heliport,Qeqertaq,Greenland,QQT,BGQE,
Rand,Medium,Johannesburg,South,QRA,FAGM,
De La Independencia,Medium,Rancagua,Chile,QRC,SCRG,
Bragado,Small,Bragado,Argentina,QRF,,
Narromine,Medium,,Australia,QRM,YNRM,
Querétaro Intercontinental,Medium,Querétaro,Mexico,QRO,MMQT,
Warren,Medium,,Australia,QRR,YWRN,
Rieti,Small,Rieti,Italy,QRT,LIQN,
Warri,Medium,Warri,Nigeria,QRW,DNSU,
Ikerassaarsuk,Heliport,Ikerassaarsuk,Greenland,QRY,BGIK,
Sabadell,Small,Sabadell,Spain,QSA,LELL,
São Carlos,Small,São,Brazil,QSC,SDSC,
Ain Arnat,Medium,Sétif,Algeria,QSF,DAAS,
"Sonderborg
Closed",Closed,Sonderborg,Denmark,QSG,,
